city,state,state_code,slug,commissionerate,zone,local_areas,key_industries,intro_note,nearby_cities,company_note,gst_note
Azamgarh,Uttar Pradesh,IN-UP,azamgarh,"CGST Commissionerate, Varanasi",Lucknow Zone,Mubarakpur Silk Hub|Industrial Area Azamgarh|NH-233 Corridor|Niyamtabad Road|Mehnagar,Silk and powerloom weaving (Mubarakpur silk)|Black pottery (GI tag)|Agro-processing|Government services|Education,"Eastern UP's commercial hub — Azamgarh is famous for Mubarakpur's silk sarees, the GI-tagged Azamgarh black pottery, and is a major agricultural trading and government services centre.",Varanasi|Mau|Jaunpur|Ballia,"Azamgarh (ROC Kanpur) sees incorporation in silk weaving businesses, pottery exporters, agro-trading firms, and government contractors.","Azamgarh's silk weaving businesses need careful GST rate classification between raw silk, yarn, and finished fabric. Black pottery exporters need LUT filing for handicraft exports."
Jaunpur,Uttar Pradesh,IN-UP,jaunpur,"CGST Commissionerate, Varanasi",Lucknow Zone,Industrial Area Jaunpur|Mariahu Sugar Belt|Kerakat|Machhali Shahar|NH-56 Corridor,Sugar mills|Itr (fragrance) trading|Agro-processing|Education (VBS Purvanchal University)|Handloom weaving,"The Shirazi of the East — Jaunpur is a historically significant city on the Gomti river, a major sugar processing hub, and known for its fragrance ittar trading and VBS Purvanchal University.",Varanasi|Allahabad|Azamgarh|Sultanpur,"Jaunpur (ROC Kanpur) sees incorporation in sugar mills, ittar businesses, agro-processing companies, and educational institutions.",Jaunpur's sugar mills apply specific agricultural-to-processed product GST. Ittar manufacturers need careful GST classification between natural and synthetic fragrances. Education institutions apply GST exemption rules.
Ballia,Uttar Pradesh,IN-UP,ballia,"CGST Commissionerate, Varanasi",Lucknow Zone,Sugar Mill Areas|Rasra Industrial Area|NH-31 Corridor|Bansdih|Sikandarpur,"Sugar manufacturing|Agro-processing (paddy, wheat)|Jaggery production|Trading|Government services","UP's easternmost district and Mangal Pandey's birthplace — Ballia is a major sugar and jaggery producing hub on the Ganga-Ghaghra river plains, known as the first district to hoist the national flag during 1942 revolt.",Varanasi|Mau|Azamgarh|Buxar (Bihar),"Ballia (ROC Kanpur) sees incorporation in sugar mills, jaggery manufacturers, agro-trading businesses, and government contractors.",Ballia's sugar mills have specific GST provisions on sugarcane and by-products. Jaggery production involves careful raw cane versus finished jaggery GST classification.
Sultanpur,Uttar Pradesh,IN-UP,sultanpur,"CGST Commissionerate, Lucknow",Lucknow Zone,Industrial Area Sultanpur|NH-730 Corridor|Purwa Sugar Belt|Lambhua|Musafirkhana,"Sugar mills|Agro-processing (paddy, wheat, mustard)|Government services|Textile trading|Real estate","Central UP's agricultural hub — Sultanpur is a major sugar and paddy processing centre on the Gomti river, an important transit district between Lucknow and Varanasi, and a growing real estate market.",Lucknow|Allahabad|Amethi|Faizabad,"Sultanpur (ROC Kanpur) sees incorporation in sugar mills, agro-processing businesses, government contractors, and real estate developers.",Sultanpur's sugar mills apply specific GST on sugarcane and sugar products. Paddy and wheat processors manage agricultural exemption boundaries. Textile traders need correct fabric GST classification.
Bahraich,Uttar Pradesh,IN-UP,bahraich,"CGST Commissionerate, Lucknow",Lucknow Zone,Industrial Area Bahraich|Nepal Border Trade Area Rupaidiha|Nanpara Sugar Belt|Kaiserganj|Mihinpurwa,Sugar manufacturing|Border trade (Nepal via Rupaidiha)|Agro-processing|Timber (Terai forests)|Government services,"UP's gateway to Nepal via Rupaidiha border — Bahraich is an important Nepal border trade district, major sugar producer, and gateway to the Katarniaghat Wildlife Sanctuary in the Terai region.",Lucknow|Gonda|Lakhimpur Kheri|Rupaidia (Nepal border),"Bahraich (ROC Kanpur) sees incorporation in sugar mills, border trade businesses, timber traders, and agro-processing companies.",Bahraich's border trade companies handling exports to Nepal need careful export documentation and LUT compliance. Sugar mills apply specific agricultural-to-processed product GST. Timber businesses apply forest produce GST rules.
Gonda,Uttar Pradesh,IN-UP,gonda,"CGST Commissionerate, Lucknow",Lucknow Zone,Industrial Area Gonda|Mankapur Sugar Belt|Itiyathok|Utraula|Paraspur,"Sugar manufacturing (Gonda-Basti sugar belt)|Agro-processing (paddy, wheat)|Timber|Government services|Pilgrimage tourism (Shravan Nath temple)","Western Awadh's agricultural hub — Gonda is a major sugar producing district in the Gonda-Basti sugar belt, an important agro-processing and timber centre, and gateway to Ayodhya.",Lucknow|Faizabad|Bahraich|Basti,"Gonda (ROC Kanpur) sees incorporation in sugar mills, agro-processing businesses, timber traders, and government contractors.","Gonda's sugar mills have specific GST provisions on sugarcane, sugar output, and by-products. Timber businesses apply forest produce and plywood GST rules. Agro-processors manage agricultural exemption boundaries."
Faizabad,Uttar Pradesh,IN-UP,faizabad,"CGST Commissionerate, Lucknow",Lucknow Zone,Ayodhya Ram Mandir Area|Faizabad Market|Industrial Area Faizabad|Sahadatganj|Bikapur,Religious tourism (Ayodhya Ram Temple — world's largest pilgrimage)|Agro-processing|Handloom weaving|Government services|Real estate (Ayodhya development boom),"Gateway to Ayodhya and Lord Ram's birthplace — Faizabad-Ayodhya is experiencing a massive tourism and real estate boom following the Ram Temple consecration, attracting pilgrims from across the world.",Lucknow|Gonda|Sultanpur|Ambedkarnagar,"Faizabad (ROC Kanpur) sees high incorporation in tourism and hospitality businesses, real estate developers, religious trust entities, and government contractors due to Ayodhya development.",Faizabad's booming hospitality sector requires hotel and restaurant GST compliance. Religious trusts have specific GST exemption status. Real estate developers apply GST on construction services.
Port Blair,Andaman & Nicobar Islands,IN-AN,port-blair,"CGST Commissionerate, Chennai (North)",Chennai Zone,Aberdeen Bazaar|Haddo|Prothrapur|Minnie Bay|Chatham Saw Mill Area,"Tourism and hospitality|Government and administration|Fishing and seafood|Timber (limited, protected forests)|Defence (strategic naval base)","India's island paradise and strategic naval base — Port Blair is the capital of the Andaman and Nicobar Islands, India's premier eco-tourism destination, and home to a significant defence establishment.",Chennai|Kolkata|Visakhapatnam (nearest mainland),"Port Blair (ROC Tamil Nadu) sees incorporation in tourism businesses, hospitality companies, seafood exporters, and government contractors.",Port Blair's tourism businesses require hotel and restaurant GST compliance. Seafood exporters need LUT filing. Government contractors deal with TDS under GST provisions.
Kavaratti,Lakshadweep,IN-LD,kavaratti,"CGST Commissionerate, Kochi",Kochi Zone,Kavaratti Island|Administrative Area|Fishing Jetty|Agatti Island (airport),Tourism and eco-tourism|Fishing and seafood exports|Coir products|Government administration|Coconut products,"The coral island capital — Kavaratti is the administrative capital of India's smallest Union Territory by area, a pristine eco-tourism destination, and a major fishing and coir products hub.",Kochi|Kozhikode|Kannur,"Kavaratti (ROC Kerala) sees incorporation in tourism businesses, fishing companies, coir product firms, and government contractors.",Kavaratti's tourism businesses require hotel and service GST compliance. Fishing and seafood businesses apply aquaculture GST provisions. Coir product exporters need LUT filing for natural coir exports.
Leh,Ladakh,IN-LA,leh,"CGST Commissionerate, Jammu",Chandigarh Zone,Leh Main Bazaar|Changspa|Choglamsar|Spituk|Shey|Khardung La Tourism Area,"Tourism and adventure sports (world's highest motorable pass)|Government and defence (Siachen proximity)|Agriculture (apricots, apples at high altitude)|Handicrafts (Ladakhi shawls, thangkas)|Renewable energy (solar in cold desert)","The land of high passes — Leh is India's highest large town, a world-famous adventure tourism destination, a strategic defence hub, and the cultural heart of the Buddhist Ladakhi civilization.",Kargil|Srinagar|Manali,"Leh (ROC J&K) sees incorporation in tourism and adventure sports businesses, handicraft exporters, agricultural companies, and defence ancillary firms.",Leh's tourism businesses require hotel and restaurant GST compliance. Handicraft exporters need LUT filing. Agricultural produce from high-altitude farming applies standard agricultural exemption rules.
Tiruvannamalai,Tamil Nadu,IN-TN,tiruvannamalai,"CGST Commissionerate, Chennai (North)",Chennai Zone,Girivalam Road|Industrial Estate Tiruvannamalai|Arulmigu Arunachaleswarar Temple Area|Polur Road|Venbakkam,Tourism and pilgrimage (Arunachaleswarar Temple)|Mango and agro-processing|Granite quarrying|Handloom weaving|Education,"The city of the sacred fire hill — Tiruvannamalai is home to the ancient Arunachaleswarar temple, one of Tamil Nadu's most visited pilgrimage sites, and a major granite quarrying and mango processing hub.",Chennai|Vellore|Salem|Villupuram,"Tiruvannamalai (ROC Tamil Nadu) sees incorporation in tourism and hospitality businesses, granite quarrying companies, mango exporters, and educational institutions.",Tiruvannamalai's tourism sector requires hotel and restaurant GST compliance near the temple. Granite quarrying businesses manage mineral extraction and finished product GST. Mango exporters need LUT filing.
Dindigul,Tamil Nadu,IN-TN,dindigul,"CGST Commissionerate, Madurai",Madurai Zone,SIPCOT Industrial Estate|Palani Road|NH-44 Corridor|Batlagundu|Lock Factory Area,Locks and lock manufacturing (Dindigul lock — India's most trusted)|Tanning and leather|Granite quarrying|Textile spinning|Agro-processing,"Tamil Nadu's lock city — Dindigul is world-famous for the Dindigul lock, India's most trusted lock brand, and is also a major leather tanning, granite, and textile spinning hub.",Madurai|Coimbatore|Palani|Kodaikanal,"Dindigul (ROC Tamil Nadu) sees incorporation in lock manufacturers, tanneries, granite businesses, and textile spinning companies.",Dindigul's lock manufacturers need careful HSN classification between different lock types and security mechanisms. Leather tanneries deal with raw hide exemptions versus processed leather GST. Granite exporters need LUT filing.
Nagapattinam,Tamil Nadu,IN-TN,nagapattinam,"CGST Commissionerate, Madurai",Madurai Zone,Nagapattinam Port Area|Velankanni Pilgrimage Area|ONGC Nagapattinam|Sirkazhi|Mayiladuthurai,"Petroleum (ONGC offshore)|Fishing and seafood exports|Tourism (Velankanni — Our Lady's Shrine)|Agriculture (paddy, banana)|Cauvery delta agro-processing","Tamil Nadu's port and pilgrimage city — Nagapattinam is home to ONGC's offshore operations, the world-famous Velankanni Our Lady's Shrine attracting millions of pilgrims, and a major fishing port.",Thanjavur|Tiruchirappalli|Cuddalore|Karaikal,"Nagapattinam (ROC Tamil Nadu) sees incorporation in petroleum ancillary businesses, seafood exporters, tourism companies, and agro-processing firms.",Nagapattinam's ONGC ancillary businesses deal with upstream petroleum GST. Seafood exporters require LUT filing. Velankanni tourism businesses need hotel and service GST compliance.
Shimoga,Karnataka,IN-KA,shimoga,"CGST Commissionerate, Bangalore (North)",Bangalore Zone,Industrial Area Shimoga|Bhadravati Steel Area|NH-206 Corridor|Sagar Road|Shivamogga Airport Area,"Steel manufacturing (Visvesvaraya Iron and Steel Plant, Bhadravati)|Arecanut and spice trading (Malnad belt)|Agro-processing|Tourism (Jog Falls)|Education","Karnataka's Malnad gateway and steel hub — Shimoga is the commercial centre for Karnataka's Western Ghats region, home to the historic Visvesvaraya Iron and Steel Plant at Bhadravati, and gateway to Jog Falls.",Davangere|Chitradurga|Udupi|Chikkamagaluru,"Shimoga (ROC Karnataka) sees incorporation in steel ancillary companies, arecanut traders, tourism businesses, and agro-processing firms.",Shimoga's steel plant vendors deal with capital goods ITC. Arecanut traders apply agricultural exemption rules. Tourism businesses near Jog Falls need hotel and service GST compliance.
Hassan,Karnataka,IN-KA,hassan,"CGST Commissionerate, Bangalore (North)",Bangalore Zone,Hassan Industrial Area KIADB|Sakleshpur Coffee Belt|Holenarasipur|Belur Road|Arsikere Junction,Coffee cultivation and processing (Sakleshpur-Hassan coffee belt)|Arecanut and coconut|Tourism (Hoysala temples — UNESCO)|Silk weaving|Agro-processing,"Karnataka's coffee and heritage corridor — Hassan district is the heart of Karnataka's coffee growing region, gateway to the exquisite UNESCO-listed Hoysala temples at Belur and Halebidu, and a major arecanut hub.",Mysuru|Mangaluru|Shimoga|Bangalore,"Hassan (ROC Karnataka) sees incorporation in coffee exporters, agro-processing businesses, tourism companies, and silk weaving firms.",Hassan's coffee exporters need LUT filing and IGST refund management on coffee exports. Arecanut traders apply agricultural exemption rules. Tourism businesses near Hoysala temples need hotel GST compliance.
